designation,jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,year,source,raw_line
0003I,2461005.721285,184.50389166666668,-0.9749333333333333,13.9,G,Z10,2025,mpc_real,0003I        eB2025 11 26.22128512 18 00.934-00 58 29.76         13.9 GW#0KacZ10
0003I,2461005.72262,184.50250000000003,-0.9746388888888889,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.22262 12 18 00.60 -00 58 28.7          12.9 rZ#0KacL27
0003I,2461005.723314,184.50191666666666,-0.9746944444444444,11.6,G,Z92,2025,mpc_real,0003I         n2025 11 26.22331412 18 00.46 -00 58 28.9          11.6 GV#0KacZ92
0003I,2461005.72479,184.50070833333334,-0.9740277777777778,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.22479 12 18 00.17 -00 58 26.5          12.9 rZ#0KacL27
0003I,2461005.72636,184.49941666666666,-0.9735833333333334,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.22636 12 17 59.86 -00 58 24.9          12.9 rZ#0KacL27
0003I,2461005.72793,184.49816666666666,-0.9731111111111111,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.22793 12 17 59.56 -00 58 23.2          12.9 rZ#0KacL27
0003I,2461005.728322,184.498075,-0.9731888888888889,13.9,G,Z10,2025,mpc_real,0003I        eB2025 11 26.22832212 17 59.538-00 58 23.48         13.9 GW#0KacZ10
0003I,2461005.72951,184.49683333333334,-0.9726944444444444,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.22951 12 17 59.24 -00 58 21.7          12.9 rZ#0KacL27
0003I,2461005.730264,184.49625,-0.9726944444444444,11.7,G,Z92,2025,mpc_real,0003I         n2025 11 26.23026412 17 59.10 -00 58 21.7          11.7 GV#0KacZ92
0003I,2461005.73108,184.495625,-0.9722500000000001,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.23108 12 17 58.95 -00 58 20.1          12.9 rZ#0KacL27
0003I,2461005.732211,184.49487083333332,-0.9719111111111112,12.6,r,213,2025,mpc_real,0003I        KC2025 11 26.23221112 17 58.769-00 58 18.88         12.6 rZ#0Kac213
0003I,2461005.73265,184.49433333333334,-0.9718055555555556,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.23265 12 17 58.64 -00 58 18.5          12.9 rZ#0KacL27
0003I,2461005.73443,184.492875,-0.9712777777777778,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 26.23443 12 17 58.29 -00 58 16.6          12.9 rZ#0KacL27
0003I,2461005.735359,184.49225833333333,-0.9710361111111111,13.9,G,Z10,2025,mpc_real,0003I        eB2025 11 26.23535912 17 58.142-00 58 15.73         13.9 GW#0KacZ10
0003I,2461005.736215,184.49157916666667,-0.9707194444444445,11.2,G,R51,2025,mpc_real,0003I        0B2025 11 26.23621512 17 57.979-00 58 14.59         11.2 GV#0KacR51
0003I,2461005.739379,184.48883333333333,-0.9701388888888889,11.7,G,Z92,2025,mpc_real,0003I         n2025 11 26.23937912 17 57.32 -00 58 12.5          11.7 GV#0KacZ92
0003I,2461005.750219,184.47995833333334,-0.9670277777777778,11.3,G,Z92,2025,mpc_real,0003I         n2025 11 26.25021912 17 55.19 -00 58 01.3          11.3 GV#0KacZ92
0003I,2461005.98517,184.28945833333333,-0.8995277777777777,13.3,G,U94,2025,mpc_real,0003I        3B2025 11 26.48517 12 17 09.47 -00 53 58.3          13.3 GX#0KacU94
0003I,2461005.99327,184.28270833333335,-0.8971666666666667,13.0,G,U94,2025,mpc_real,0003I        3B2025 11 26.49327 12 17 07.85 -00 53 49.8          13.0 GX#0KacU94
0003I,2461006.00056,184.27675,-0.8951111111111111,13.0,G,U94,2025,mpc_real,0003I        3B2025 11 26.50056 12 17 06.42 -00 53 42.4          13.0 GX#0KacU94
0003I,2461006.01672,184.26345833333335,-0.8904444444444444,10.0,T,U94,2025,mpc_real,0003I        1B2025 11 26.51672 12 17 03.23 -00 53 25.6          10.0 TV#0KacU94
0003I,2461006.01823,184.26220833333332,-0.8900277777777778,12.6,N,U94,2025,mpc_real,0003I        1B2025 11 26.51823 12 17 02.93 -00 53 24.1          12.6 NV#0KacU94
0003I,2461006.01972,184.261,-0.8895833333333333,, ,U94,2025,mpc_real,0003I        1B2025 11 26.51972 12 17 02.64 -00 53 22.5                V#0KacU94
0003I,2461006.02049,184.260375,-0.889361111111111,, ,U94,2025,mpc_real,0003I        1B2025 11 26.52049 12 17 02.49 -00 53 21.7                V#0KacU94
0003I,2461006.026806,184.2553375,-0.8875722222222222,16.94,G,G37,2025,mpc_real,0003I        7C2025 11 26.52680612 17 01.281-00 53 15.26         16.94GW#0KacG37
0003I,2461006.027106,184.25509166666666,-0.8874305555555555,17.1,G,G37,2025,mpc_real,0003I        7C2025 11 26.52710612 17 01.222-00 53 14.75         17.1 GW#0KacG37
0003I,2461006.148926,184.15570416666668,-0.8522222222222222,16.5,r,T15,2025,mpc_real,0003I        7C2025 11 26.64892612 16 37.369-00 51 08.00         16.5 rW#0KacT15
0003I,2461006.151436,184.15363750000003,-0.8514916666666666,15.9,r,T15,2025,mpc_real,0003I        7C2025 11 26.65143612 16 36.873-00 51 05.37         15.9 rW#0KacT15
0003I,2461006.15379,184.15169166666666,-0.8508111111111111,16.0,r,T15,2025,mpc_real,0003I        7C2025 11 26.65379012 16 36.406-00 51 02.92         16.0 rW#0KacT15
0003I,2461006.156159,184.1497625,-0.8501138888888888,16.5,r,T15,2025,mpc_real,0003I        7C2025 11 26.65615912 16 35.943-00 51 00.41         16.5 rW#0KacT15
0003I,2461006.158854,184.14750833333335,-0.8493583333333333,15.7,r,T15,2025,mpc_real,0003I        7C2025 11 26.65885412 16 35.402-00 50 57.69         15.7 rW#0KacT15
0003I,2461006.161532,184.14531666666667,-0.8485583333333334,15.9,r,T15,2025,mpc_real,0003I        7C2025 11 26.66153212 16 34.876-00 50 54.81         15.9 rW#0KacT15
0003I,2461006.52812,183.84354166666665,-0.7439388888888888,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.02812012 15 22.450-00 44 38.18         11.7 GW#0Kac186
0003I,2461006.52884,183.84367083333333,-0.7425805555555555,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.02884012 15 22.481-00 44 33.29         11.7 GW#0Kac186
0003I,2461006.52956,183.84179166666667,-0.7444999999999999,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.02956012 15 22.030-00 44 40.20         11.7 GW#0Kac186
0003I,2461006.53028,183.84107916666667,-0.7439194444444444,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03028012 15 21.859-00 44 38.11         11.7 GW#0Kac186
0003I,2461006.531,183.84145833333332,-0.74325,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03100012 15 21.950-00 44 35.70         11.7 GW#0Kac186
0003I,2461006.53171,183.84129166666668,-0.7416888888888888,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03171012 15 21.910-00 44 30.08         11.7 GW#0Kac186
0003I,2461006.53243,183.84070833333334,-0.7415611111111111,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03243012 15 21.770-00 44 29.62         11.7 GW#0Kac186
0003I,2461006.53315,183.84029166666667,-0.743361111111111,11.8,G,186,2025,mpc_real,0003I        5C2025 11 27.03315012 15 21.670-00 44 36.10         11.8 GW#0Kac186
0003I,2461006.53387,183.83862083333335,-0.7424194444444444,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03387012 15 21.269-00 44 32.71         11.7 GW#0Kac186
0003I,2461006.53458,183.83870833333333,-0.7425305555555555,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03458012 15 21.290-00 44 33.11         11.7 GW#0Kac186
0003I,2461006.5353,183.83745833333333,-0.7427194444444444,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03530012 15 20.990-00 44 33.79         11.7 GW#0Kac186
0003I,2461006.53602,183.83667083333333,-0.7418888888888888,11.8,G,186,2025,mpc_real,0003I        5C2025 11 27.03602012 15 20.801-00 44 30.80         11.8 GW#0Kac186
0003I,2461006.53674,183.83817083333332,-0.7418888888888888,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03674012 15 21.161-00 44 30.80         11.7 GW#0Kac186
0003I,2461006.53745,183.83682916666666,-0.7410305555555555,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03745012 15 20.839-00 44 27.71         11.7 GW#0Kac186
0003I,2461006.53817,183.83487916666667,-0.7418888888888888,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03817012 15 20.371-00 44 30.80         11.7 GW#0Kac186
0003I,2461006.53889,183.83537083333334,-0.7396694444444444,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.03889012 15 20.489-00 44 22.81         11.7 GW#0Kac186
0003I,2461006.53961,183.83407916666667,-0.7408611111111111,11.8,G,186,2025,mpc_real,0003I        5C2025 11 27.03961012 15 20.179-00 44 27.10         11.8 GW#0Kac186
0003I,2461006.54032,183.83292083333333,-0.7409694444444443,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.04032012 15 19.901-00 44 27.49         11.7 GW#0Kac186
0003I,2461006.54104,183.83325,-0.7404999999999999,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.04104012 15 19.980-00 44 25.80         11.7 GW#0Kac186
0003I,2461006.54176,183.83225000000002,-0.7405305555555555,11.7,G,186,2025,mpc_real,0003I        5C2025 11 27.04176012 15 19.740-00 44 25.91         11.7 GW#0Kac186
0003I,2461006.65438,183.74033333333333,-0.7061944444444443,12.0,R,A77,2025,mpc_real,0003I        KB2025 11 27.15438 12 14 57.68 -00 42 22.3          12.0 R #0KacA77
0003I,2461006.65766,183.73749999999998,-0.7051388888888889,11.9,R,A77,2025,mpc_real,0003I        KB2025 11 27.15766 12 14 57.00 -00 42 18.5          11.9 R #0KacA77
0003I,2461006.66098,183.73479166666664,-0.7042222222222222,12.0,R,A77,2025,mpc_real,0003I        KB2025 11 27.16098 12 14 56.35 -00 42 15.2          12.0 R #0KacA77
0003I,2461006.681456,183.71775833333334,-0.6983305555555556,12.7,G,D43,2025,mpc_real,0003I        eB2025 11 27.18145612 14 52.262-00 41 53.99         12.7 GX#0KacD43
0003I,2461006.681456,183.7177625,-0.6983333333333334,12.7,G,D43,2025,mpc_real,0003I        eB2025 11 27.18145612 14 52.263-00 41 54.00         12.7 GX#0KacD43
0003I,2461006.683096,183.71658333333332,-0.69775,12.1,R,Y83,2025,mpc_real,0003I        KB2025 11 27.18309612 14 51.98 -00 41 51.9          12.1 RZ#0KacY83
0003I,2461006.685412,183.71466666666666,-0.6970555555555555,12.2,R,Y83,2025,mpc_real,0003I        KB2025 11 27.18541212 14 51.52 -00 41 49.4          12.2 RZ#0KacY83
0003I,2461006.687727,183.71275,-0.6963333333333334,12.1,R,Y83,2025,mpc_real,0003I        KB2025 11 27.18772712 14 51.06 -00 41 46.8          12.1 RZ#0KacY83
0003I,2461006.688113,183.7124,-0.6961805555555556,12.7,r,213,2025,mpc_real,0003I        KC2025 11 27.18811312 14 50.976-00 41 46.25         12.7 rZ#0Kac213
0003I,2461006.702046,183.7008625,-0.6921722222222222,12.1,G,R59,2025,mpc_real,0003I        0C2025 11 27.20204612 14 48.207-00 41 31.82         12.1 GX#0KacR59
0003I,2461006.703715,183.69929166666665,-0.6917111111111112,12.8,G,232,2025,mpc_real,0003I        KB2025 11 27.20371512 14 47.830-00 41 30.16         12.8 GV#0Kac232
0003I,2461006.707059,183.6966833333333,-0.6907055555555556,12.1,G,R59,2025,mpc_real,0003I        0C2025 11 27.20705912 14 47.204-00 41 26.54         12.1 GX#0KadR59
0003I,2461006.711888,183.69265833333333,-0.6892861111111112,12.1,G,R59,2025,mpc_real,0003I        0C2025 11 27.21188812 14 46.238-00 41 21.43         12.1 GX#0KadR59
0003I,2461006.713099,183.6914708333333,-0.6891,12.7,G,D43,2025,mpc_real,0003I        eB2025 11 27.21309912 14 45.953-00 41 20.76         12.7 GX#0KadD43
0003I,2461006.714549,183.6905,-0.6885,12.7,r,213,2025,mpc_real,0003I        KC2025 11 27.21454912 14 45.720-00 41 18.60         12.7 rZ#0Kad213
0003I,2461006.718319,183.68715416666666,-0.6876083333333334,12.7,G,D43,2025,mpc_real,0003I        eB2025 11 27.21831912 14 44.917-00 41 15.39         12.7 GX#0KadD43
0003I,2461006.718319,183.68714999999997,-0.6876111111111112,12.7,G,D43,2025,mpc_real,0003I        eB2025 11 27.21831912 14 44.916-00 41 15.40         12.7 GX#0KadD43
0003I,2461006.719271,183.68644166666667,-0.68715,12.8,G,232,2025,mpc_real,0003I        KB2025 11 27.21927112 14 44.746-00 41 13.74         12.8 GV#0Kad232
0003I,2461006.72384,183.68262499999997,-0.6859166666666667,13.0,r,L27,2025,mpc_real,0003I        KC2025 11 27.22384 12 14 43.83 -00 41 09.3          13.0 rZ#0KadL27
0003I,2461006.7262,183.68066666666667,-0.6852222222222223,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 27.22620 12 14 43.36 -00 41 06.8          12.9 rZ#0KadL27
0003I,2461006.72856,183.67866666666666,-0.6845277777777778,12.9,r,L27,2025,mpc_real,0003I        KC2025 11 27.22856 12 14 42.88 -00 41 04.3          12.9 rZ#0KadL27
0003I,2461006.73092,183.67670833333332,-0.6838611111111111,13.0,r,L27,2025,mpc_real,0003I        KC2025 11 27.23092 12 14 42.41 -00 41 01.9          13.0 rZ#0KadL27
0003I,2461006.73223,183.67570833333332,-0.6834722222222223,12.4,G,Y87,2025,mpc_real,0003I        KB2025 11 27.23223 12 14 42.17 -00 41 00.5          12.4 GV#0KadY87
0003I,2461006.73328,183.67479166666666,-0.6831666666666666,13.0,r,L27,2025,mpc_real,0003I        KC2025 11 27.23328 12 14 41.95 -00 40 59.4          13.0 rZ#0KadL27
0003I,2461006.734421,183.67385,-0.682711111111111,12.8,G,232,2025,mpc_real,0003I        KB2025 11 27.23442112 14 41.724-00 40 57.76         12.8 GV#0Kad232
0003I,2461006.73742,183.67137499999998,-0.6819444444444444,12.4,G,Y87,2025,mpc_real,0003I        KB2025 11 27.23742 12 14 41.13 -00 40 55.0          12.4 GV#0KadY87
0003I,2461006.740602,183.66884166666665,-0.6809499999999999,12.7,r,213,2025,mpc_real,0003I        KC2025 11 27.24060212 14 40.522-00 40 51.42         12.7 rZ#0Kad213
0003I,2461006.74244,183.66720833333332,-0.6804444444444444,12.3,G,Y87,2025,mpc_real,0003I        KB2025 11 27.24244 12 14 40.13 -00 40 49.6          12.3 GV#0KadY87
0003I,2461006.841133,183.58607083333334,-0.6502916666666667,15.0,G,W85,2025,mpc_real,0003I        0C2025 11 27.34113312 14 20.657-00 39 01.05         15.0 GW#0KadW85
0003I,2461006.842419,183.58495,-0.6499083333333333,15.0,G,W85,2025,mpc_real,0003I        0C2025 11 27.34241912 14 20.388-00 38 59.67         15.0 GW#0KadW85
0003I,2461006.84324,183.58430833333333,-0.6497111111111111,14.9,G,W85,2025,mpc_real,0003I        0C2025 11 27.34324012 14 20.234-00 38 58.96         14.9 GW#0KadW85
0003I,2461006.844444,183.58329166666667,-0.6494,15.0,G,W85,2025,mpc_real,0003I        0C2025 11 27.34444412 14 19.990-00 38 57.84         15.0 GW#0KadW85
0003I,2461006.845255,183.58267916666665,-0.6490833333333333,15.0,G,W85,2025,mpc_real,0003I        0C2025 11 27.34525512 14 19.843-00 38 56.70         15.0 GW#0KadW85
0003I,2461007.000417,183.45369166666666,-0.6050472222222222,17.21,G,G37,2025,mpc_real,0003I        7C2025 11 27.50041712 13 48.886-00 36 18.17         17.21GW#0KadG37
0003I,2461007.002604,183.45185416666666,-0.6043,14.5,G,697,2025,mpc_real,0003I        eC2025 11 27.50260412 13 48.445-00 36 15.48         14.5 GWEC091697
0003I,2461007.00772,183.44755833333335,-0.6028833333333333,17.17,G,G37,2025,mpc_real,0003I        7C2025 11 27.50772012 13 47.414-00 36 10.38         17.17GW#0KadG37
0003I,2461007.015023,183.44155,-0.6007166666666667,16.97,G,G37,2025,mpc_real,0003I        7C2025 11 27.51502312 13 45.972-00 36 02.58         16.97GW#0KadG37
0003I,2461007.022326,183.435375,-0.5985833333333334,17.02,G,G37,2025,mpc_real,0003I        7C2025 11 27.52232612 13 44.490-00 35 54.90         17.02GW#0KadG37
0003I,2461007.129048,183.34672083333334,-0.5667888888888889,12.28,c,T05,2025,mpc_real,0003I        0C2025 11 27.62904812 13 23.213-00 34 00.44         12.28cV#0KadT05
0003I,2461007.133402,183.34312916666667,-0.5657333333333334,14.2,G,F65,2025,mpc_real,0003I        9C2025 11 27.63340212 13 22.351-00 33 56.64         14.2 GW#0KadF65
0003I,2461007.133582,183.34300833333333,-0.5655722222222223,14.2,G,F65,2025,mpc_real,0003I        9C2025 11 27.63358212 13 22.322-00 33 56.06         14.2 GW#0KadF65
0003I,2461007.133765,183.34287083333334,-0.5655416666666667,14.2,G,F65,2025,mpc_real,0003I        9C2025 11 27.63376512 13 22.289-00 33 55.95         14.2 GW#0KadF65
0003I,2461007.13395,183.34263333333334,-0.5655444444444445,14.2,G,F65,2025,mpc_real,0003I        9C2025 11 27.63395012 13 22.232-00 33 55.96         14.2 GW#0KadF65
0003I,2461007.134117,183.34252916666665,-0.5654611111111112,14.2,G,F65,2025,mpc_real,0003I        9C2025 11 27.63411712 13 22.207-00 33 55.66         14.2 GW#0KadF65
0003I,2461007.134312,183.34235,-0.5654111111111112,14.3,G,F65,2025,mpc_real,0003I        9C2025 11 27.63431212 13 22.164-00 33 55.48         14.3 GW#0KadF65
0003I,2461007.142808,183.33517083333334,-0.5627611111111112,12.23,c,T05,2025,mpc_real,0003I        0C2025 11 27.64280812 13 20.441-00 33 45.94         12.23cV#0KadT05
0003I,2461007.153787,183.32600416666665,-0.5596888888888889,14.51,G,T12,2025,mpc_real,0003I        0C2025 11 27.65378712 13 18.241-00 33 34.88         14.51GVEC091T12
0003I,2461007.154242,183.32555833333333,-0.5593805555555555,12.3,c,T05,2025,mpc_real,0003I        0C2025 11 27.65424212 13 18.134-00 33 33.77         12.30cV#0KadT05
0003I,2461007.154985,183.32499583333333,-0.55935,14.51,G,T12,2025,mpc_real,0003I        0C2025 11 27.65498512 13 17.999-00 33 33.66         14.51GVEC091T12
0003I,2461007.156134,183.32404166666666,-0.5590027777777778,14.52,G,T12,2025,mpc_real,0003I        0C2025 11 27.65613412 13 17.770-00 33 32.41         14.52GVEC091T12
0003I,2461007.161134,183.31975833333334,-0.5574611111111112,12.23,c,T05,2025,mpc_real,0003I        0C2025 11 27.66113412 13 16.742-00 33 26.86         12.23cV#0KadT05
0003I,2461007.45874,183.0711,-0.4697722222222222,12.9,G,N56,2025,mpc_real,0003I        KC2025 11 27.95874012 12 17.064-00 28 11.18         12.9 GX#0KadN56
0003I,2461007.464826,183.06595833333333,-0.46797222222222223,12.9,G,N56,2025,mpc_real,0003I        KC2025 11 27.96482612 12 15.830-00 28 04.70         12.9 GX#0KadN56
0003I,2461007.470478,183.06120833333333,-0.4663,12.9,G,N56,2025,mpc_real,0003I        KC2025 11 27.97047812 12 14.690-00 27 58.68         12.9 GX#0KadN56
0003I,2461007.524381,183.01607916666666,-0.45011111111111113,14.57,G,M44,2025,mpc_real,0003I        eB2025 11 28.02438112 12 03.859-00 27 00.40         14.57GV#0KadM44
0003I,2461007.52812,183.01254166666666,-0.4491388888888889,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.02812012 12 03.010-00 26 56.90         11.8 GW#0Kad186
0003I,2461007.52884,183.01207916666664,-0.4489388888888889,12.0,G,186,2025,mpc_real,0003I        5C2025 11 28.02884012 12 02.899-00 26 56.18         12.0 GW#0Kad186
0003I,2461007.52956,183.01129166666666,-0.44875000000000004,11.9,G,186,2025,mpc_real,0003I        5C2025 11 28.02956012 12 02.710-00 26 55.50         11.9 GW#0Kad186
0003I,2461007.53028,183.01070833333333,-0.44853055555555554,12.1,G,186,2025,mpc_real,0003I        5C2025 11 28.03028012 12 02.570-00 26 54.71         12.1 GW#0Kad186
0003I,2461007.531,183.0101208333333,-0.4483111111111111,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03100012 12 02.429-00 26 53.92         11.8 GW#0Kad186
0003I,2461007.53171,183.0094208333333,-0.4480805555555556,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03171012 12 02.261-00 26 53.09         11.8 GW#0Kad186
0003I,2461007.53243,183.00875,-0.4478611111111111,12.0,G,186,2025,mpc_real,0003I        5C2025 11 28.03243012 12 02.100-00 26 52.30         12.0 GW#0Kad186
0003I,2461007.53315,183.00829166666665,-0.4476888888888889,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03315012 12 01.990-00 26 51.68         11.8 GW#0Kad186
0003I,2461007.53387,183.00770833333334,-0.4474694444444445,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03387012 12 01.850-00 26 50.89         11.8 GW#0Kad186
0003I,2461007.53458,183.00712916666666,-0.44725000000000004,11.7,G,186,2025,mpc_real,0003I        5C2025 11 28.03458012 12 01.711-00 26 50.10         11.7 GW#0Kad186
0003I,2461007.5353,183.00657916666665,-0.447,11.7,G,186,2025,mpc_real,0003I        5C2025 11 28.03530012 12 01.579-00 26 49.20         11.7 GW#0Kad186
0003I,2461007.53602,183.00582916666664,-0.4468111111111111,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03602012 12 01.399-00 26 48.52         11.8 GW#0Kad186
0003I,2461007.53674,183.00525,-0.4466111111111111,11.7,G,186,2025,mpc_real,0003I        5C2025 11 28.03674012 12 01.260-00 26 47.80         11.7 GW#0Kad186
0003I,2461007.53745,183.00467083333334,-0.4464194444444445,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03745012 12 01.121-00 26 47.11         11.8 GW#0Kad186
0003I,2461007.53817,183.004,-0.4461888888888889,11.8,G,186,2025,mpc_real,0003I        5C2025 11 28.03817012 12 00.960-00 26 46.28         11.8 GW#0Kad186
